date,unique_users,tweet_count,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-09-02,76905,400356,72,25,66,25,6,1,1.798399424512184e-4,6.244442446222862e-5,8.582016773941877e-4,3.250763929523438e-4,1.4986661870934869e-5,2.4977769784891448e-6,0,80,0,6400,0
2015-09-03,77939,403652,69,27,56,25,8,2,1.709393239721344e-4,6.688930068474825e-5,7.185106301081615e-4,3.2076367415542924e-4,1.9819052054740223e-5,4.954763013685056e-6,0,81,0,6561,0
2015-09-04,76909,392942,61,20,50,20,6,0,1.5523919560647627e-4,5.089809692015616e-5,6.501189717718342e-4,2.600475887087337e-4,1.5269429076046848e-5,0,0,82,0,6724,0
2015-09-05,71022,370829,68,33,52,30,6,1,1.8337292930164576e-4,8.898980392579868e-5,7.321674973951734e-4,4.224043254202923e-4,1.6179964350145215e-5,2.6966607250242024e-6,0,83,0,6889,0
2015-09-06,68270,362741,63,29,59,26,5,1,1.7367763776358338e-4,7.994684912926854e-5,8.642156144719497e-4,3.8084077925882524e-4,1.37839395050463e-5,2.7567879010092603e-6,0,84,0,7056,0
2015-09-07,71475,378834,78,38,61,33,9,3,2.058949302332948e-4,1.0030778652391285e-4,8.534452605806226e-4,4.616998950682057e-4,2.375710733461094e-5,7.919035778203645e-6,0,85,0,7225,0
2015-09-08,76834,409266,94,36,76,32,7,3,2.2967947496249384e-4,8.796235211329551e-5,9.89145430408413e-4,4.164822864877528e-4,1.710379068869635e-5,7.330196009441292e-6,0,86,0,7396,0
2015-09-09,77782,414138,64,22,59,21,6,2,1.5453785936088936e-4,5.312238915530572e-5,7.58530251214934e-4,2.6998534365277316e-4,1.4487924315083378e-5,4.8293081050277926e-6,0,87,0,7569,0
2015-09-10,77285,398812,78,33,67,32,7,3,1.9558087519934206e-4,8.274575489202933e-5,8.669211360548619e-4,4.1405188587694897e-4,1.7552129825581977e-5,7.522341353820848e-6,0,88,0,7744,0
2015-09-11,78686,404114,94,43,71,33,4,0,2.3260763052010078e-4,1.0640561821664184e-4,9.023206161197672e-4,4.193884553796101e-4,9.898197043408543e-6,0,0,89,0,7921,0
2015-09-12,71680,381266,55,22,49,21,8,2,1.4425624104955596e-4,5.770249641982238e-5,6.8359375e-4,2.9296875e-4,2.0982725970844502e-5,5.2456814927111255e-6,0,90,0,8100,0
2015-09-13,72103,403665,65,23,59,22,6,1,1.6102461199261764e-4,5.6977939628157013e-5,8.182738582305868e-4,3.0511906578089675e-4,1.486381033778009e-5,2.4773017229633484e-6,0,91,0,8281,0
2015-09-14,76166,417664,75,28,55,24,4,1,1.7957018081520075e-4,6.703953417100827e-5,7.221069768663183e-4,3.151012262689389e-4,9.577076310144039e-6,2.3942690775360097e-6,0,92,0,8464,0
2015-09-15,76965,416688,80,28,65,26,8,0,1.919901701032907e-4,6.719655953615174e-5,8.445397258494121e-4,3.3781589033976485e-4,1.9199017010329072e-5,0,0,93,0,8649,0
2015-09-16,77312,406805,70,20,61,19,3,0,1.7207261464337952e-4,4.916360418382271e-5,7.89010761589404e-4,2.4575745033112584e-4,7.374540627573408e-6,0,0,94,0,8836,0
2015-09-17,78235,422025,86,25,58,23,9,2,2.037793969551567e-4,5.9238196789289736e-5,7.413561705119192e-4,2.9398606761679556e-4,2.1325750844144306e-5,4.739055743143178e-6,0,95,0,9025,0
2015-09-18,76409,394272,83,38,65,31,4,3,2.1051456862267672e-4,9.638016394773151e-5,8.506851287152038e-4,4.057113690795587e-4,1.0145280415550686e-5,7.608960311663014e-6,0,96,0,9216,0
2015-09-19,70980,383780,67,21,58,20,8,2,1.7457918599197457e-4,5.471884934076815e-5,8.171315863623556e-4,2.817695125387433e-4,2.0845275939340247e-5,5.211318984835062e-6,0,97,0,9409,0
2015-09-20,70898,410565,83,27,77,26,4,2,2.021604374459586e-4,6.576303386796244e-5,0.0010860673079635533,3.667240260656154e-4,9.742671684142584e-6,4.871335842071292e-6,0,98,0,9604,0
2015-09-21,75395,405159,72,36,63,32,5,3,1.7770801092904266e-4,8.885400546452133e-5,8.355991776643014e-4,4.244313283374229e-4,1.234083409229463e-5,7.404500455376778e-6,0,99,0,9801,0
2015-09-22,76608,411547,84,42,68,35,13,6,2.0410791477036645e-4,1.0205395738518322e-4,8.876357560568086e-4,4.5687134502923974e-4,3.1588129666842425e-5,1.4579136769311888e-5,0,100,0,10000,0
2015-09-23,77872,419716,82,31,79,30,7,0,1.9537020270849812e-4,7.385946687760296e-5,0.0010144853092253956,3.8524758578179576e-4,1.667794413365228e-5,0,0,101,0,10201,0
2015-09-24,77181,413007,257,107,228,104,18,8,6.222654821831107e-4,2.590755120373262e-4,0.0029540949197341313,0.00134748189321206,4.358279641749413e-5,1.9370131741108503e-5,0,102,0,10404,0
2015-09-25,76357,399774,115,42,74,36,8,3,2.876625293290709e-4,1.0505935853757373e-4,9.691318412195346e-4,4.7146954437707084e-4,2.0011306388109283e-5,7.504239895540981e-6,0,103,0,10609,0
2015-09-26,70430,387147,52,19,46,17,5,0,1.3431590584455e-4,4.907696559704712e-5,6.531307681385773e-4,2.4137441431208292e-4,1.2914990946591347e-5,0,0,104,0,10816,0
2015-09-27,70131,384551,78,23,63,23,8,2,0.00020283395440396723,5.981001219604162e-5,8.983188604183599e-4,3.279576792003536e-4,2.0803482502971e-5,5.20087062574275e-6,0,105,0,11025,0
2015-09-28,76185,402308,76,27,61,25,4,1,1.889099893613848e-4,6.711275937838671e-5,8.006825490582135e-4,3.281485856795957e-4,9.942631019020254e-6,2.4856577547550634e-6,0,106,0,11236,0
2015-09-29,76524,402049,62,19,53,19,8,2,1.5421005897291127e-4,4.725792129815023e-5,6.925931733835136e-4,2.4828811876012754e-4,1.9898072125536936e-5,4.974518031384234e-6,0,107,0,11449,0
2015-09-30,76397,400108,73,22,64,22,6,3,1.8245073830065883e-4,5.498515400841773e-5,8.377292302053746e-4,2.879694228830975e-4,1.4995951093204835e-5,7.4979755466024175e-6,0,108,0,11664,0
2015-10-01,77783,441399,69,20,65,20,2,1,1.5632115161112734e-4,4.5310478727863e-5,8.356581772366713e-4,2.5712559299589883e-4,4.5310478727863e-6,2.26552393639315e-6,0,109,0,11881,0
2015-10-02,76312,403502,58,17,53,17,5,0,1.437415427928486e-4,4.2131141853076317e-5,6.945172449942342e-4,2.2276968235664116e-4,1.2391512309728328e-5,0,0,110,0,12100,0
2015-10-03,70569,381133,58,18,48,15,2,0,1.5217784867749577e-4,4.722760821025731e-5,6.801853505080134e-4,2.125579220337542e-4,5.247512023361924e-6,0,0,111,0,12321,0
2015-10-04,70117,390200,58,22,45,20,4,1,1.486417221937468e-4,5.638134290107637e-5,6.417844459974043e-4,2.8523753155440193e-4,1.0251153254741158e-5,2.5627883136852896e-6,0,112,0,12544,0
2015-10-05,74929,401886,66,20,61,18,3,2,1.6422567593795255e-4,4.976535634483411e-5,8.14104018470819e-4,2.402274152864712e-4,7.464803451725116e-6,4.976535634483411e-6,0,113,0,12769,0
2015-10-06,76044,405564,81,21,66,20,6,3,1.9972186880492352e-4,5.1779743764239426e-5,8.67918573457472e-4,2.6300562832044604e-4,1.4794212504068408e-5,7.397106252034204e-6,0,114,0,12996,0
2015-10-07,77046,410087,67,25,53,23,10,3,1.6337996571459226e-4,6.096267377410159e-5,6.879007346260675e-4,2.985229603094255e-4,2.438506950964064e-5,7.315520852892191e-6,0,115,0,13225,0
2015-10-08,77836,422457,91,30,64,29,18,2,2.1540653841692765e-4,7.101314453305307e-5,8.222416362608562e-4,3.7257824143070045e-4,4.260788671983184e-5,4.734209635536871e-6,0,116,0,13456,0
2015-10-09,76161,402349,71,26,62,24,4,2,1.764637168229572e-4,6.462051601967446e-5,8.140649413741942e-4,3.1512191279001064e-4,9.941617849180687e-6,4.9708089245903435e-6,0,117,0,13689,0
2015-10-10,69918,366831,65,20,52,18,4,2,1.7719331245178298e-4,5.452101921593322e-5,7.437283675162333e-4,2.574444349094654e-4,1.0904203843186645e-5,5.452101921593322e-6,0,118,0,13924,0
2015-10-11,70017,393384,79,48,67,45,6,2,2.008215890834401e-4,1.2201818070892563e-4,9.569104646014539e-4,6.427010583144094e-4,1.5252272588615704e-5,5.084090862871901e-6,0,119,0,14161,0
2015-10-12,74965,412437,84,37,76,35,6,0,2.0366746921347988e-4,8.971067096308042e-5,0.0010138064430067365,4.6688454612152337e-4,1.454767637239142e-5,0,0,120,0,14400,0
2015-10-13,76391,422997,71,29,61,28,3,0,1.6784989018834648e-4,6.855840585157814e-5,7.985233862627797e-4,3.6653532484193165e-4,7.092248881197739e-6,0,0,121,0,14641,0
2015-10-14,79669,457653,86,38,69,35,13,6,1.8791529827183478e-4,8.303234109685722e-5,8.660834201508743e-4,4.393176768881246e-4,2.840580090155642e-5,1.3110369646872193e-5,0,122,0,14884,0
2015-10-15,76798,410130,78,22,70,22,8,1,1.9018360032184916e-4,5.364152829590618e-5,9.114820698455689e-4,2.8646579338003595e-4,1.9506010289420428e-5,2.4382512861775535e-6,0,123,0,15129,0
2015-10-16,75707,405433,69,30,60,29,5,2,1.7018841584182836e-4,7.39949634094906e-5,7.92529092422101e-4,3.830557280040155e-4,1.2332493901581766e-5,4.932997560632706e-6,0,124,0,15376,0
2015-10-17,69903,380018,57,21,52,21,5,1,1.4999289507339127e-4,5.526054029019678e-5,7.438879590289401e-4,3.004162911463027e-4,1.31572714976659e-5,2.63145429953318e-6,0,125,0,15625,0
2015-10-18,69753,395940,77,29,56,26,2,0,1.944739101884124e-4,7.324342072031116e-5,8.028328530672516e-4,3.727438246383668e-4,5.051270394504218e-6,0,0,126,0,15876,0
2015-10-19,75664,416581,51,25,49,25,3,2,1.2242517061507847e-4,6.0012338536803165e-5,6.475999154155213e-4,3.304081201099598e-4,7.20148062441638e-6,4.8009870829442535e-6,0,127,0,16129,0
2015-10-20,77237,436007,64,27,53,23,3,0,1.467866341595433e-4,6.192561128605734e-5,6.861996193534187e-4,2.977847404741251e-4,6.880623476228593e-6,0,0,128,0,16384,0
2015-10-21,78222,431826,82,38,70,34,14,6,1.898912988101689e-4,8.799840676568803e-5,8.948889059343919e-4,4.3466032573956175e-4,3.2420465650516645e-5,1.3894485278792847e-5,0,129,0,16641,0
2015-10-22,76962,426970,77,31,65,29,4,3,1.803405391479495e-4,7.260463264397967e-5,8.44572646241002e-4,3.7680933447675475e-4,9.368339695997377e-6,7.026254771998033e-6,0,130,0,16900,0
2015-10-23,76355,426863,90,43,74,36,5,1,2.1084048043517475e-4,1.0073489620791683e-4,9.691572261148582e-4,4.714818937856067e-4,1.1713360024176374e-5,2.342672004835275e-6,0,131,0,17161,0
2015-10-24,71811,441599,77,32,70,31,7,3,1.7436633688029185e-4,7.246393220999141e-5,9.74781022406038e-4,4.3168873849410257e-4,1.5851485170935624e-5,6.793493644686695e-6,0,132,0,17424,0
2015-10-25,70534,442204,67,32,53,30,8,4,1.515137809698691e-4,7.236479091098226e-5,7.514106671959622e-4,4.253267927524315e-4,1.8091197727745564e-5,9.045598863872782e-6,0,133,0,17689,0
2015-10-26,75652,432581,72,29,65,28,4,1,1.664428164898597e-4,6.703946775286016e-5,8.591973774652355e-4,3.701157933696399e-4,9.24682313832554e-6,2.311705784581385e-6,0,134,0,17956,0
