date,hillary_tpd,trump_tpd,hillary_upd,trump_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-08-31,45882,664218,28950,447710,1,0,1,0,1,0,2.1795039449021402e-5,0,3.454231433506045e-5,0,2.1795039449021402e-5,0,0,76,0,5776,0
2015-09-01,77933,386534,45039,237185,4,0,4,0,2,0,5.132613911950008e-5,0,8.881191855947067e-5,0,2.566306955975004e-5,0,0,77,0,5929,0
2015-09-02,52054,318191,30357,191271,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,6084,0
2015-09-03,56959,366476,33992,203184,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,6241,0
2015-09-04,54162,338103,32116,178916,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,6400,0
2015-09-05,50703,288003,29264,160448,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,6561,0
2015-09-06,46855,271221,30185,157369,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,6724,0
2015-09-07,47394,260186,30707,145843,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,6889,0
2015-09-08,74103,235438,41031,135296,1,0,1,0,0,0,1.3494730307814799e-5,0,2.4371816431478637e-5,0,0,0,0,84,0,7056,0
2015-09-09,84067,279961,44634,153343,8,6,8,6,3,3,9.516219206109413e-5,7.13716440458206e-5,1.792355603351705e-4,1.3442667025137788e-4,3.56858220229103e-5,3.56858220229103e-5,0,85,0,7225,0
2015-09-10,65792,359705,40585,180867,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,7396,0
2015-09-11,50068,279174,30697,153329,3,0,3,0,2,0,5.9918510825277624e-5,0,9.772941981301104e-5,0,3.9945673883518416e-5,0,0,87,0,7569,0
2015-09-12,36515,261369,20594,138363,2,1,2,1,0,0,5.477201150212242e-5,2.738600575106121e-5,9.711566475672526e-5,4.855783237836263e-5,0,0,0,88,0,7744,0
2015-09-13,36934,219094,21165,121043,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,7921,0
2015-09-14,51166,277761,28461,153159,11,9,11,9,9,8,2.149865144822734e-4,1.7589805730367823e-4,3.8649379853132354e-4,3.1622219879835566e-4,1.7589805730367823e-4,1.5635382871438065e-4,0,90,0,8100,0
2015-09-15,44794,368745,26137,175044,3,0,3,0,3,0,6.697325534669822e-5,0,1.1477981405670123e-4,0,6.697325534669822e-5,0,0,91,0,8281,0
2015-09-16,43386,445836,28299,212957,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,8464,0
2015-09-17,128572,1054329,77606,558932,4,2,4,2,1,1,3.111097284012071e-5,1.5555486420060354e-5,5.1542406514960185e-5,2.5771203257480092e-5,7.777743210030177e-6,7.777743210030177e-6,0,93,0,8649,0
2015-09-18,59533,462386,34934,238661,12,3,11,3,3,0,2.0156887776527304e-4,5.039221944131826e-5,3.148794870326902e-4,8.587622373618824e-5,5.039221944131826e-5,0,0,94,0,8836,0
2015-09-19,44477,374089,25368,190185,5,3,4,3,1,1,1.124176540683949e-4,6.745059244103694e-5,1.576789656259855e-4,1.1825922421948912e-4,2.248353081367898e-5,2.248353081367898e-5,0,95,0,9025,0
2015-09-20,42243,314414,24853,178744,2,2,2,2,0,0,4.734512226877826e-5,4.734512226877826e-5,8.047318231199452e-5,8.047318231199452e-5,0,0,0,96,0,9216,0
2015-09-21,43784,309049,26492,164727,3,1,3,1,1,0,6.851818015713503e-5,2.2839393385711677e-5,1.132417333534652e-4,3.774724445115507e-5,2.2839393385711677e-5,0,0,97,0,9409,0
2015-09-22,60804,192200,36774,104860,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,9604,0
2015-09-23,69925,283563,39997,143540,8,1,8,1,4,0,1.144082946013586e-4,1.4301036825169825e-5,2.0001500112508438e-4,2.5001875140635547e-5,5.72041473006793e-5,0,0,99,0,9801,0
2015-09-24,45519,291339,27963,140480,1,0,1,0,0,0,2.1968848173290273e-5,0,3.576154203769266e-5,0,0,0,0,100,0,10000,0
2015-09-25,47707,311789,28700,193143,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,10201,0
2015-09-26,36023,204198,21452,112429,1,0,1,0,0,0,2.7760042195264137e-5,0,4.661570016781652e-5,0,0,0,0,102,0,10404,0
2015-09-27,43024,180508,24930,101933,1,0,1,0,0,0,2.3242841204908887e-5,0,4.0112314480545525e-5,0,0,0,0,103,0,10609,0
2015-09-28,47954,242208,28334,117896,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,10816,0
2015-09-29,44583,223591,26377,120780,4,0,4,0,2,0,8.972029697418299e-5,0,1.5164726845357697e-4,0,4.486014848709149e-5,0,0,105,0,11025,0
2015-09-30,64384,263662,32151,144049,2,0,1,0,0,0,3.1063618290258446e-5,0,3.1103231625765914e-5,0,0,0,0,106,0,11236,0
2015-10-01,84716,210753,40705,124284,1,1,1,1,0,0,1.1804145615940319e-5,1.1804145615940319e-5,2.4567006510256727e-5,2.4567006510256727e-5,0,0,0,107,0,11449,0
2015-10-02,47746,177995,30092,107534,1,1,1,1,1,1,2.0944162861810414e-5,2.0944162861810414e-5,3.323142363418849e-5,3.323142363418849e-5,2.0944162861810414e-5,2.0944162861810414e-5,0,108,0,11664,0
2015-10-03,51006,179500,28064,93033,2,1,2,1,0,0,3.921107320707368e-5,1.960553660353684e-5,7.126567844925884e-5,3.563283922462942e-5,0,0,0,109,0,11881,0
2015-10-04,69899,216946,41333,112407,1,0,1,0,0,0,1.430635631411036e-5,0,2.4193743497931435e-5,0,0,0,0,110,0,12100,0
2015-10-05,77006,188903,40811,107893,2,0,2,0,2,0,2.5972002181648184e-5,0,4.9006395334591165e-5,0,2.5972002181648184e-5,0,0,111,0,12321,0
2015-10-06,60618,210931,31746,102433,1,0,1,0,1,0,1.6496750140222375e-5,0,3.15000315000315e-5,0,1.6496750140222375e-5,0,0,112,0,12544,0
2015-10-07,77283,183839,41127,103945,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,12769,0
2015-10-08,66006,192513,37295,107161,1,1,1,1,0,0,1.5150137866254583e-5,1.5150137866254583e-5,2.681324574339724e-5,2.681324574339724e-5,0,0,0,114,0,12996,0
2015-10-09,47370,197945,28099,111533,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,13225,0
2015-10-10,44083,192714,26417,116052,4,0,4,0,3,0,9.073792618469705e-5,0,1.5141764772684256e-4,0,6.805344463852279e-5,0,0,116,0,13456,0
2015-10-11,33678,165772,22730,110711,3,1,3,1,1,0,8.907892392659897e-5,2.9692974642199656e-5,1.3198416190057194e-4,4.399472063352398e-5,2.9692974642199656e-5,0,0,117,0,13689,0
